ID;Item Number;Suffix 1;Suffix 2;ItemNo;Device Type;Manufacturer;Delimiter;Part Number;Major Functions;Horizontal/Vertical;Rack/Panel;RU;Zones of Protection;Power Supply Voltage;Control Voltage;AC/DC Control Voltage;AC Current Input;AC Voltage Input;Standard Inputs 1;Standard Input Type 1;Standard Inputs 2;Standard Input Type 2;Standard Outputs 1;Standard Output Type 1;Standard Outputs 2;Standard Output Type 2;Additional Board 1;Board 1 Additional Inputs 1;Board 1 Additional Input Type 1;Board 1 Additional Inputs 2;Board 1 Additional Input Type 2;Board 1 Additional Outputs 1;Board 1 Additional Output Type 1;Board 1 Additional Outputs 2;Board 1 Additional Output Type 2;Additional Board 2;Board 2 Additional Inputs 1;Board 2 Additional Input Type 1;Board 2 Additional Inputs 2;Board 2 Additional Input Type 2;Board 2 Additional Outputs 1;Board 2 Additional Output Type 1;Board 2 Additional Outputs 2;Board 2 Additional Output Type 2;Additional Board 3;Board 3 Additional Inputs 1;Board 3 Additional Input Type 1;Board 3 Additional Inputs 2;Board 3 Additional Input Type 2;Board 3 Additional Outputs 1;Board 3 Additional Output Type 1;Board 3 Additional Outputs 2;Board 3 Additional Output Type 2;User Interface;Communications;Coil Operation Voltage;AC/DC Coil Operation Voltage;Handle Style;Spring Return/Maintain;Qty of Decks;Meter Form;Number of Phases;Number of Wires;Test Switch Arrangement;Test Switch Arrangement A;Test Switch Arrangement B;Test Switch Arrangement C;Test Switch Cover;Lamp Voltage;AC/DC Lamp Voltage;Lamp color;Lens color;Catalog cut included;Length;Length Unit;Comm Int Type 1;Comm Int Qty 1;Comm Int Type 2;Comm Int Qty 2;Comm Int Type 3;Comm Int Qty 3;Comm Int Type 4;Comm Int Qty 4;Comm Int Type 5;Comm Int Qty 5;Comm Int Type 6;Comm Int Qty 6;Comm Int Type 7;Comm Int Qty 7;Comm Int Type 8;Comm Int Qty 8;Reset;Common Material;Need to add to ACADE Cat;Need to add Footprint for ACADE;Inventory Quantity;Inventory Location;Photo on file;Itemize Price;Short Name;Status;StatusReason;WnSingleAll;WnSingleTerm;Wn2Wire;Wn3Wire;WnAWGRec;WnAWGRecAll;WnAWGRecTerms;WnTSPAll;WnTSPTerms;WnTerm;WnTermBlank;WnJumperItem;WnJumperUse;WnGround;WnOther
345;13;E;;13E;Clock/Comm. Proc./Revenue Meter;SEL;;3530HB0DX211A0XXXXXX;Real-time automation controller (RTAC);Horizontal;Rack;3;;48/125V DC or 120V AC;125;DC;;;1;input;;;1;output;;;;24;inputs;;;8;outputs;;;;;;;;;;;;;;;;;;;;;;Client: SEL, DNP3, Modbus, IEC 60870-5-101/104, C37.118 Synchrophasors, L&G 8979, CP2179, SNMP Server: SEL, DNP3, Modbus, L&G 8979, SES-92, IEC 60870-5-101/104, C37.118 Synchrophasors, CDC Type II Peer-to-Peer: Mirrored Bits, Network Global Variable List (NGVL);;;;;;;;;;;;;;;;;;1;;;EIA-232/EIA-485 DB9;32;EIA-232/EIA-485 terminal block;1;BNC IRIG In;1;BNC IRIG Out;348;1;J;;1J;Relay;SEL;;0311C11HP3E5461;Distance relay;Horizontal;Rack;3;4;48/125V DC or 120V AC;125;DC;5;300;6;optoisolated inputs;;;3;high current outputs;5;outputs;;8;inputs;;;12;high current outputs;;;;;;;;;;;;;;;;;;;;;Programmable pushbuttons;Standard;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;10/100Base-T;2;BNC IRIG;1;USB B;1;;;;;;;;0;1;1;;;0;1;SEL-311C RELAY;;;0;;0;0;;0;;0;;;0;;;;
349;1;K;;1K;Relay;SEL;;0311C11HP3E5261;Distance relay;Horizontal;Rack;3;4;48/125V DC or 120V AC;48;DC;5;300;6;optoisolated inputs;;;3;high current outputs;5;outputs;;8;inputs;;;12;high current outputs;;;;;;;;;;;;;;;;;;;;;Programmable pushbuttons;Standard;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;10/100Base-T;2;BNC IRIG;1;USB B;1;;;;;;;;0;1;1;;;0;1;SEL-311C RELAY;;;0;;0;0;;0;;0;;;0;;;;
350;2;F;;2F;Relay;SEL;;0311L1JDA325262XX;Line current differential relay;Horizontal;Rack;4;4;48/125V DC or 125V AC;48;DC;5;150;6;optoisolated inputs;;;8;outputs;6;high speed - high current outputs;;8;optoisolated inputs;;;12;high current outputs;;;;;;;;;;;;;;;;;;;;;Hard-wired pushbuttons;Standard Serial Protocols, Serial DNP3 with Two 10/100BASE-T Ethernet Ports, SEL ASCII Via Telnet;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;Fiber optic SM ST 1300 nm;1;EIA-422 25-pin male;1;10/100Base-T;2;IRIG terminal block;1;;;;;;0;1;1;;;0;1;SEL-311L RELAY;;;0;;0;0;;0;;0;;;0;;;;
351;2;G;;2G;Relay;SEL;;0311L1JCC325462XX;Line current differential relay;Horizontal;Rack;4;4;48/125V DC or 125V AC;125;DC;5;150;6;optoisolated inputs;;;8;outputs;6;high speed - high current outputs;;8;optoisolated inputs;;;12;high current outputs;;;;;;;;;;;;;;;;;;;;;Hard-wired pushbuttons;Standard Serial Protocols, Serial DNP3 with Two 10/100BASE-T Ethernet Ports, SEL ASCII Via Telnet;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;Fiber optic MM ST 850 nm;2;10/100Base-T;2;IRIG terminal block;1;;;;;;;;0;1;1;;;0;1;SEL-311L RELAY;;;0;;0;0;;0;;0;;;0;;;;
352;20;A;;20A;Carrier Equipment;SEL;;2830MX0;Fiber optic transceiver - single mode to EIA-232 DB9 Wavelength: 1300nm Optical connector: ST Range: 16-80km;;;;;5-15V DC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
353;105;A;;105A;Panel Material;SEL;;915900367;Blade terminal, 10-12 AWG, yellow insulated, 100-count box;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;NOT RECOMMENDED;Axion connectors are too dense for these lugs to sit side by side.;0;;0;0;;0;;0;;;0;;;;
354;206;A;;206A;Miscellaneous;SEL;;C627F-003;CAT5 cable with RJ45 connectors on both ends and ferrite bead for noise insulation, for EtherCat connections;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;feet;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
355;206;B;;206B;Miscellaneous;SEL;;C627F-004;CAT5 cable with RJ45 connectors on both ends and ferrite bead for noise insulation, for EtherCat connections;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;feet;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
356;206;C;;206C;Miscellaneous;SEL;;C627F-005;CAT5 cable with RJ45 connectors on both ends and ferrite bead for noise insulation, for EtherCat connections;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;feet;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
357;206;D;;206D;Miscellaneous;SEL;;C627F-006;CAT5 cable with RJ45 connectors on both ends and ferrite bead for noise insulation, for EtherCat connections;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6;feet;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
358;206;E;;206E;Miscellaneous;SEL;;C627F-010;CAT5 cable with RJ45 connectors on both ends and ferrite bead for noise insulation, for EtherCat connections;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;10;feet;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
359;206;F;;206F;Miscellaneous;SEL;;C627F-015;CAT5 cable with RJ45 connectors on both ends and ferrite bead for nois362;200;M;;200M;Miscellaneous;SEL;;C273A-045;EIA-232 serial cable with IRIG, PVC jacketed, standard-shielded, male DB9 to male DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;45;feet;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;;0;;0;0;;0;;0;;;0;;;;
363;90;A;;90A;Miscellaneous;BTX;MaxBlox;CD-MX9M & CD-MX915H;9-pin male D-sub connector with terminal blocks and plastic backshell Wire size: 30 - 16 AWG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;NOT RECOMMENDED;Backshell is too wide for serial port spacing on SEL RTAC and port server.;0;;0;0;;0;;0;;;0;;;;
364;107;A;;107A;Panel Material;;;;Shielded pairs, #22 AWG, for low level signals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;NOT RECOMMENDED;Use item 107B, wire size #18 unless #22 is required;0;;0;0;;0;;0;;;0;;;;
365;105;B;;105B;Panel Material;SEL;;915900368;Blade terminal, 14-16 AWG, blue insulated, 100-count box;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
366;31;J;;31J;Rotary Switch;Electroswitch;;24202B;Selector switch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oval;Maintain;2;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH SELECTOR SWITCH;;;0;;0;0;;0;;0;;;0;;;;
367;13;F;;13F;Clock/Comm. Proc./Revenue Meter;SEL;;3530HB2DX211X0XXXXXX;Real-time automation controller (RTAC);Horizontal;Rack;3;;48/125V DC or 120V AC;125;DC;;;1;input;;;1;output;;;;24;inputs;;;8;outputs;;;;;;;;;;;;;;;;;;;;;;Client: SEL, DNP3, Modbus, IEC 60870-5-101/104, C37.118 Synchrophasors, L&G 8979, CP2179, SNMP Server: SEL, DNP3, Modbus, L&G 8979, SES-92, IEC 60870-5-101/104, C37.118 Synchrophasors, CDC Type II Peer-to-Peer: Mirrored Bits, Network Global Variable List (NGVL);;;;;;;;;;;;;;;;;;1;;;EIA-232/EIA-485 DB9;16;EIA-232/EIA-485 terminal block;1;BNC IRIG In;1;BNC IRIG Out;1;IRIG terminal block;1;100Base-FX MM LC;2;USB A;1;USB B;1;;0;1;1;;;0;1;SEL-3530 RTAC;;;0;A01-A08;0;0;;0;;0;COM17;;0;;;;
368;17;;;17;Clock/Comm. Proc./Revenue Meter;SEL;;252301H13A0A0XX;Annunciator panel with 36 front-panel alarm points with configurable window labels and indicating LEDs;Horizontal;Rack;5;;125/250V AC or DC;125;DC;;;42;optoisolated inputs;;;11;outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;3;EIA-485 terminal block;1;IRIG terminal block;1;;;;;;;;;;;;0;1;1;;;0;0;SEL-2530 ANNUNCIATOR;;;0;;0;0;;0;;0;;;0;;;;
370;21;A;;21A;Carrier Equipment;SEL;;250603214X;Remote I/O;Horizontal;Rack;2;;48/125V DC;125;DC;;;8;optoisolated inputs;;;8;form C outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;Fiber optic MM ST 820 nm;1;;;;;;;;;;;;;;;;0;1;1;;;0;1;SEL-2506 REMOTE I/O MODULE;;;0;;0;0;;0;;0;;;0;;;;
371;21;B;;21B;Carrier Equipment;SEL;;250603314X;Remote I/O;Horizontal;Rack;2;;48/125V DC;125;DC;;;8;optoisolated inputs;;;8;form C outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;Fiber optic SM ST 1300 nm 80km;1;;;;;;;;;;;;;;;;0;1;1;;;0;1;SEL-2506 REMOTE I/O MODULE;;;0;;0;0;;0;;0;;;0;;;;
372;159;;;159;Panel Material;;;;Blank metal cover Material: 11 ga. (0.120 thick) CRS sheet Finish: (2) finish coats ANSI 61 light gray enamel Size: As specified;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
373;16;A;;16A;Clock/Comm. Proc./Revenue Meter;Telegyr;;;Status card for 345kV SCADA panel 2;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
374;111;G;;111G;Miscellaneous;Eaton;Bussman;FRN-R-15;Fuse, 250V, 15A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
375;105;C;;105C;Panel Material;Burndy;YAV, or equivalent;;Terminal, one piece, seamless barrel, tinned copper, boxed ring tongue, sized for the appropriate conductor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;382;16;B;;16B;Clock/Comm. Proc./Revenue Meter;SEL;;241101AA06X71BA0840;Programmable automation controller;;;;;125/250V DC or AC;125;AC/DC;;300;2;inputs;;;3;outputs;;;;4;+/-20mA or +/-10V analog inputs;;;4;analog outputs;;;;4;inputs;;;4;high speed - high current outputs;;;;;;;;;;;;;SEL, Modbus, DNP3, IEC-61850;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;100Base-FX MM LC;2;;;;;;;;;;;;0;1;1;;;0;1;SEL-2411 AUTOMATION CONTROLLER;;;0;;0;0;;0;;0;;;0;;;;
383;1;P;;1P;Relay;SEL;;04215415XC5X4H78424XX;Distance relay;Horizontal;Rack;5;5;48/125V DC or 110/120V AC;125;DC;5;300;7;inputs;;;5;outputs;3;high current outputs;;8;optoisolated inputs;;;8;high speed - high current outputs;;;;8;optoisolated inputs;;;15;outputs;;;;;;;;;;;;Programmable pushbuttons;;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;3;10/100Base-T;1;100Base-FX MM LC;1;BNC IRIG;1;;;;;;;;;;0;1;1;;;0;1;SEL-311C RELAY;;;0;;0;0;;0;;0;;;0;;;;
384;2;H;;2H;Relay;SEL;;0311L1JDD325463XX;Line current differential relay;Horizontal;Rack;4;4;48/125V DC or 125V AC;125;DC;5;150;6;optoisolated inputs;;;8;outputs;6;high speed - high current outputs;;8;optoisolated inputs;;;12;high current outputs;;;;;;;;;;;;;;;;;;;;;Hard-wired pushbuttons;Standard serial protocols, serial DNP3 with two 100BASE-FX ethernet ports, SEL ASCII via Telnet;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;100Base-FX MM LC;2;Fiber optic SM ST 1300 nm;2;;;;;;;;;;0;1;1;;;0;1;SEL-311L RELAY;;;0;;0;0;;0;;0;;;0;;;;
385;3;G;;3G;Relay;SEL;;0387603X5HXX4X1;Current differential and overcurrent relay;Horizontal;Rack;2;;48/125V DC or 125V AC;125;DC;5;;6;optoisolated inputs;;;8;outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hard-wired pushbuttons;Standard plus DNP 3.00 Level 2 Slave;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;IRIG terminal block;1;;;;;;;;;;;;0;1;1;;;0;1;SEL-387 RELAY;;;0;;0;0;;0;;0;;;0;;;;
386;53;A;;53A;Auxiliary Instrument/Transformer/Signal Conditioner;Incon;;1250-LTC-1-I-S-120;Tap position indicator with isolated input Analog output: �1mA;;;;;120V AC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;EIA-232 card edge connector;1;;;;;;;;;;;;;;;;0;1;1;;;0;1;INCON TAP POSITION INDICATOR;;;0;;0;0;;0;;0;;;0;;;;
387;53;B;;53B;Auxiliary Instrument/Transformer/Signal Conditioner;Incon;;Model 1945;Regulated power supply, 12-15V DC output, used to provide loop power for INCON panel meters ordered with the 4-20mA analog output option;;;;;100/120/220/230-240V AC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
388;35;L;;35L;Rotary Switch;Electroswitch;Series 24;7808D;Lock-out relay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;DC;Oval;;8;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;Manual;0;1;1;;;0;1;ELECTROSWITCH LOCKOUT RELAY;;;0;;0;0;;0;;0;;;0;;;;
389;31;K;;31K;Rotary Switch;Electroswitch;;24205B;Selector switch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oval;Maintain;5;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH SELECTOR SWITCH;;;0;;0;0;;0;;0;;;0;;;;
390;44;A;;44A;Test Switch;ABB;Type FT-14;FT4A14T14CN4001;Test switch, 14-pole;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P,P,P,P,P,P,P,P,P,P,P,P,P,P;;;;Clear;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
391;90;B;;90B;Miscellaneous;Show Me Cables;;15-615-001 BK;Panelmount bulkhead coupler, RJ-45, shielded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
392;50;A;;50A;Display Meter/Transducer;Bitronics;;MTWIN3B2B00000;Three-phase digital power transducer;;;;;24-250V DC or 115V AC;;;5;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DNP3;;;;;;;3;4;;;;;;;;;;1;;;EIA-232 terminal block;1;;;;;;;;;;;;;;;;0;1;1;;;0;1;BITRONICS DIGITAL POWER TRANSDUCER;;;0;;0;0;;0;;0;;;0;;;;
393;32;D;;32D;Rotary Switch;;;;Cutout & cover for Schweitzer SEL-9510 control switch module;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
394;44;B;;44B;Test Switch;;;;Cutout & cover for ABB FT-14 test switch;;;;;395;45;A;;45A;Test Switch;ABB;Type FT-19R;FRXG 073 073 070;Test switch, 30-pole;;Rack;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C-C,C-C,C-C,C-C,C-C;C-C,C-C,C-C,C-C,C-C;C-C,C-C,P,P,P,P,P,P;Full length, clear;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
396;45;B;;45B;Test Switch;ABB;Type FT-19R;FRXG 073 070 001;Test switch, 30-pole;;Rack;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C-C,C-C,C-C,C-C,C-C;C-C,C-C,P,P,P,P,P,P;P,P,P,P,P,P,P,P,P,P;Full length, clear;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
397;35;M;;35M;Rotary Switch;Electroswitch;Series 24;7810D;Lock-out relay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;DC;Oval;;10;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;Manual;0;1;1;;;0;1;ELECTROSWITCH LOCKOUT RELAY;;;0;;0;0;;0;;0;;;0;;;;
398;31;L;;31L;Rotary Switch;Electroswitch;Series 24;24308B;Selector switch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oval;Maintain;8;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH SELECTOR SWITCH;;;0;;0;0;;0;;0;;;0;;;;
399;31;M;;31M;Rotary Switch;Electroswitch;;24206B;Selector switch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oval;Maintain;6;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH SELECTOR SWITCH;;;0;;0;0;;0;;0;;;0;;;;
400;31;N;;31N;Rotary Switch;Electroswitch;;24212B-S;Selector switch with make-before-break contacts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oval;Maintain;12;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH SELECTOR SWITCH;;;0;;0;0;;0;;0;;;0;;;;
401;166;B;;166B;Panel Material;;;;Subpanel;;Rack;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
402;201;H;;201H;Miscellaneous;SEL;;C808Z020LSX0015;62.5/125 �m multimode fiber-optic cable, 2-fiber zipcord, LC connector to ST connector;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;15;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
404;207;A;;207A;Miscellaneous;SEL;;C627-003;CAT5E cable, shielded, with RJ45 connectors on both ends;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
405;207;B;;207B;Miscellaneous;SEL;;C627-004;CAT5E cable, shielded, with RJ45 connectors on both ends;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
406;207;C;;207C;Miscellaneous;SEL;;C627-005;CAT5E cable, shielded, with RJ45 connectors on both ends;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
407;207;D;;207D;Miscellaneous;SEL;;C627-006;CAT5E cable, shielded, with RJ45 connectors on both ends;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
408;207;E;;207E;Miscellaneous;SEL;;C627-010;CAT5E cable, shielded, with RJ45 connectors on both ends;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;10;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
409;207;F;;207F;Miscellaneous;SEL;;C627-015;CAT5E cable, shielded, with RJ45 connectors on both ends;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;15;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
410;207;G;;207G;Miscellaneous;SEL;;C627-020;CAT5E cable, shielded, with RJ45 connectors on both ends;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;20;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
411;207;H;;207H;Miscellaneous;SEL;;C627-025;CAT5E cable, shielded, with RJ45 connectors on both ends;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;25;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
412;207;J;;207J;Miscellaneous;SEL;;C627-030;CAT5E cable, shielded, with RJ45 connectors on both ends;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;30;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
413;207;K;;207K;Miscellaneous;SEL;;C627-035;CAT5E cable, shielded, with RJ45 connectors on both ends;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;35;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
414;207;L;;207L;Miscellaneous;SEL;;C627-040;CAT5E cable, shielded, with RJ45 connectors on both ends;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;40;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
415;207;M;;207M;Miscellaneous;SEL;;C627-045;CAT5E cable, shielded, with RJ45 connectors on both ends;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;45;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
416;200;N;;200N;Miscellaneous;SEL;;C273A-050;EIA-232 serial cable with IRIG, PVC jacketed, standard-shielded, male DB9 to male DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;50;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
